STATION,STATION_NAME,DATE,QGAG,QPCP
COOP:047902,SANTA BARBARA CA US,19730224 09:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730224 09:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 04:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 05:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 06:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 07:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 08:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 08:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 10:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 12:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 12:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 14:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 14:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 16:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 17:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 17:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 19:30,-9999,0.20
COOP:047902,SANTA BARBARA CA US,19730227 19:45,-9999,0.20
COOP:047902,SANTA BARBARA CA US,19730227 22:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 23:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730227 23:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730228 01:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730228 05:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730301 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19730306 14:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730306 15:00,-9999,0.20
COOP:047902,SANTA BARBARA CA US,19730306 15:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730306 16:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730306 17:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730308 04:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730308 05:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730308 05:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730308 05:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730308 06:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730308 06:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730309 12:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730310 02:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730310 08:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730311 05:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730311 05:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730319 22:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730319 22:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730319 23:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730319 23:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730319 23:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730320 00:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730320 00:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730320 01:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730320 01:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730320 01:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730320 02:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730320 03:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730321 13:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730321 14:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730321 15:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730321 16:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730401 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19730428 06:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19730501 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19730601 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19730701 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19730801 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19730901 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19731001 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19731008 02:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731022 20:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731022 23:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731022 23:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731023 00:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731023 04:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731023 05:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731023 06:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731101 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19731115 11:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731116 16:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 15:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 16:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 16:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 17:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 18:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 20:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 20:45,-9999,0.20
COOP:047902,SANTA BARBARA CA US,19731117 22:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731117 23:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731122 14:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731122 15:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731122 15:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731122 15:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731122 16:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731123 11:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19731201 02:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 02:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 02:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 03:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 03:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 03:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 03:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 04:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 04:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 04:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 05:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731201 06:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731221 20:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731221 22:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731227 11:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19731231 23:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740101 00:15,-9999,0.00
COOP:047902,SANTA BARBARA CA US,19740104 02:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 02:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 02:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 03:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 03:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 04:00,-9999,0.30
COOP:047902,SANTA BARBARA CA US,19740104 04:15,-9999,0.40
COOP:047902,SANTA BARBARA CA US,19740104 04:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 04:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 05:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 05:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 06:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 13:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 15:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 18:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 18:30,-9999,0.20
COOP:047902,SANTA BARBARA CA US,19740104 19:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 21:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740104 23:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740105 02:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740105 05:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740105 14:45,-9999,0.20
COOP:047902,SANTA BARBARA CA US,19740105 15:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740105 18:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740105 20:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740105 21:00,-9999,0.20
COOP:047902,SANTA BARBARA CA US,19740105 22:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740106 14:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740106 15:30,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740106 16:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740106 18:15,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740106 19:45,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740106 21:00,-9999,0.10
COOP:047902,SANTA BARBARA CA US,19740106 22:00,-9999,0.10
